,Name,Year,Power,Seats,Car_Age,Kilometers_Driven
386,Mitsubishi Pajero Sport 4X2 AT DualTone BlackTop,2018,175.56,7.0,6,12000
387,Maruti Alto LX,2010,46.3,5.0,14,125000
388,Maruti Wagon R LXI BSIII,2013,64.0,5.0,11,53000
389,Land Rover Range Rover 2.2L Prestige,2017,187.7,5.0,7,34990
390,Hyundai Verna 1.6 SX VTVT,2011,121.3,5.0,13,49768
391,BMW 5 Series 525d Sedan,2013,218.0,5.0,11,56000
392,Jaguar XF Diesel,2013,270.9,5.0,11,75000
393,Skoda Superb Elegance 1.8 TSI AT,2010,157.75,5.0,14,57000
394,Audi Q3 35 TDI Quattro Premium,2017,174.33,5.0,7,37542
395,Land Rover Range Rover 2.2L Pure,2014,187.7,5.0,10,95649
396,Mercedes-Benz New C-Class 220 CDI AT,2013,170.0,5.0,11,35299
397,Mahindra Scorpio S10 4WD,2017,120.0,7.0,7,28464
398,BMW 3 Series Luxury Line,2015,190.0,5.0,9,41000
399,Honda BR-V i-VTEC S MT,2017,117.3,7.0,7,9000
400,Volvo S80 2006-2013 D5,2010,215.0,5.0,14,92098
401,Hyundai Accent GLE,2005,94.0,5.0,19,5834
402,Hyundai i20 Active SX Petrol,2017,81.86,5.0,7,40250
403,Mercedes-Benz GLC 43 AMG Coupe,2018,367.0,5.0,6,22397
404,Hyundai EON Magna Plus,2015,55.2,5.0,9,20800
405,Hyundai Grand i10 SportZ Edition,2018,81.86,5.0,6,40322
406,Honda City 1.5 EXI S,2013,100.0,5.0,11,52576
407,Volkswagen Polo Petrol Trendline 1.2L,2010,73.9,5.0,14,55000
408,Audi A6 35 TFSI Matrix,2016,187.74,5.0,8,47000
409,Hyundai Creta 1.6 SX Plus Dual Tone Petrol,2017,121.3,5.0,7,23163
410,Mercedes-Benz New C-Class C 200 CGI Avantgarde,2011,186.0,5.0,13,50000
411,Mini Cooper Convertible S,2014,189.08,4.0,10,11900
412,Toyota Etios VD,2013,67.04,5.0,11,37000
413,Honda Brio S MT,2014,86.8,5.0,10,30000
414,Maruti Baleno Alpha Automatic,2018,83.1,5.0,6,12831
415,Skoda Laura Ambiente 2.0 TDI CR AT,2012,138.1,5.0,12,143017
416,Hyundai EON Era Plus,2018,55.2,5.0,6,13102
417,Renault Captur 1.5 Diesel RXL,2019,108.45,5.0,5,24950
418,BMW 5 Series 2003-2012 GT 530d LE,2011,258.0,5.0,13,57832
419,Maruti Alto 800 LXI,2016,47.3,5.0,8,34267
420,Volvo V40 D3,2015,150.0,5.0,9,33000
421,Maruti Wagon R LXI BSII,2007,67.1,5.0,17,55100
422,Honda City ZX GXi,2008,78.0,5.0,16,40000
423,Chevrolet Enjoy 1.4 LS 8,2014,98.79,8.0,10,15000
424,Mahindra Bolero ZLX,2016,62.1,7.0,8,82756
425,Hyundai EON D Lite,2014,55.2,5.0,10,20600
426,Hyundai Creta 1.6 SX Plus Petrol Automatic,2017,121.3,5.0,7,29952
427,Volkswagen Vento 1.6 Comfortline,2017,103.5,5.0,7,15000
428,Honda Civic 2006-2010 1.8 S AT,2008,130.0,5.0,16,61938
429,Tata Indica Vista Quadrajet LS,2014,74.0,5.0,10,67000
430,Mahindra XUV500 W8 2WD,2013,140.0,7.0,11,61672
431,Hyundai i20 1.2 Asta Option,2017,81.83,5.0,7,26185
432,Audi Q5 30 TDI quattro Premium Plus,2014,174.3,5.0,10,38000
433,Maruti Ritz VXi,2011,85.8,5.0,13,67000
434,Mitsubishi Cedia Sports,2010,114.0,5.0,14,66000
435,Toyota Innova 2.5 V Diesel 7-seater,2015,102.0,7.0,9,80883
436,Maruti Celerio LDi,2016,47.0,5.0,8,80219
437,Maruti S-Cross Delta DDiS 200 SH,2018,88.5,5.0,6,12923
438,Audi Q3 35 TDI Quattro Premium Plus,2016,181.0,5.0,8,86642
439,BMW 3 Series Luxury Line,2016,190.0,5.0,8,19235
440,Audi Q7 4.2 TDI Quattro Technology,2016,335.2,7.0,8,51002
441,Hyundai i20 2015-2017 Asta 1.2,2016,81.83,5.0,8,6800
442,Renault Duster 110PS Diesel RxL,2012,108.45,5.0,12,82749
443,Hyundai Xcent 1.1 CRDi S Celebration Edition,2016,71.0,5.0,8,51000
444,Ford Ecosport 1.5 DV5 MT Titanium,2014,89.84,5.0,10,31465
445,Volkswagen Polo Petrol Trendline 1.2L,2013,73.9,5.0,11,76476
446,Hyundai Grand i10 CRDi Magna,2017,70.0,5.0,7,14000
447,Tata Manza Aqua Quadrajet BS IV,2013,88.8,5.0,11,47000
448,Honda City 1.5 V MT,2011,118.0,5.0,13,48466
449,Hyundai Santro Xing GLS,2008,62.1,5.0,16,46000
450,Toyota Innova 2.5 VX (Diesel) 7 Seater,2012,100.0,7.0,12,162663
451,Maruti Ciaz 1.3 S,2017,88.5,5.0,7,25142
452,Toyota Fortuner 4x4 MT TRD Sportivo,2013,169.0,7.0,11,69000
453,Mercedes-Benz E-Class E 220 d,2018,191.34,5.0,6,26405
454,Mercedes-Benz New C-Class 220 CDI MT,2014,170.0,5.0,10,45000
455,Skoda Yeti Ambition 4X2,2012,108.49,5.0,12,64284
456,Hyundai Grand i10 Sportz,2015,82.0,5.0,9,27000
457,Ford Figo 2015-2019 1.2P Titanium MT,2018,86.8,5.0,6,3678
458,Skoda Octavia Ambition 1.4 TSI MT,2013,138.02,5.0,11,21000
459,Renault Duster 85PS Diesel RxL Option,2015,83.8,5.0,9,67000
460,Land Rover Range Rover Evoque 2.0 TD4 Pure,2015,177.0,5.0,9,24000
461,Ford Figo Diesel EXI,2011,68.0,5.0,13,75000
462,Ford Endeavour Hurricane Limited Edition,2008,156.0,7.0,16,179000
463,Toyota Fortuner 4x4 MT,2017,168.5,7.0,7,47198
464,Volkswagen Polo Diesel Comfortline 1.2L,2012,73.9,5.0,12,52000
465,Maruti Ritz VDi,2011,73.94,5.0,13,91000
466,Nissan Micra Diesel XV Premium,2013,63.1,5.0,11,60000
467,Hyundai Verna 1.6 SX,2013,126.32,5.0,11,37873
468,BMW 5 Series 2003-2012 523i,2011,150.0,5.0,13,31000
469,Mercedes-Benz GLS 350d 4MATIC,2017,258.0,7.0,7,129000
470,Honda CR-V 2.4L 4WD AT,2004,187.4,5.0,20,78000
471,Hyundai Creta 1.6 CRDi AT SX Plus,2016,126.2,5.0,8,32000
472,Hyundai i10 Era,2010,68.05,5.0,14,59000
473,Mercedes-Benz A Class A200 CDI Sport,2016,136.0,5.0,8,35437
474,Maruti Ertiga VXI,2014,93.7,7.0,10,98000
475,Skoda Octavia Classic 1.9 TDI MT,2006,66.0,5.0,18,72000
476,Honda Amaze VX i-Vtech,2015,86.7,5.0,9,79000
477,Maruti Zen LXi BSII,2004,60.0,5.0,20,29000
478,Maruti SX4 ZXI MT BSIV,2013,103.3,5.0,11,66012
479,Honda Brio VX AT,2014,86.8,5.0,10,35000
480,Maruti Wagon R VXI,2011,67.1,5.0,13,75000
481,Toyota Camry A/T,2008,164.7,5.0,16,80000
482,Chevrolet Beat LS,2012,79.4,5.0,12,32717
483,Toyota Fortuner 4x4 AT,2017,168.5,7.0,7,25000
484,Ford Ecosport 1.5 DV5 MT Titanium Optional,2014,89.84,5.0,10,79000
485,Maruti Swift Vdi BSIII,2010,75.0,5.0,14,86000
486,Mercedes-Benz S Class 2005 2013 S 350 CDI,2010,282.0,5.0,14,137000
487,Honda Mobilio S i VTEC,2015,117.3,7.0,9,25000
488,Hyundai Grand i10 Sportz,2017,82.0,5.0,7,8500
489,Mahindra XUV500 AT W8 FWD,2015,140.0,7.0,9,34000
490,Skoda Fabia 1.6 MPI Elegance,2012,105.0,5.0,12,41629
491,Hyundai Santro Xing GLS,2009,62.1,5.0,15,80227
492,Hyundai Creta 1.6 SX Plus Dual Tone Petrol,2019,121.3,5.0,5,8587
493,Mahindra Scorpio 1.99 S8,2017,120.0,7.0,7,30000
494,Skoda Rapid 1.6 TDI Ambition,2013,103.5,5.0,11,64186
495,Renault Duster 110PS Diesel RxZ,2015,108.45,5.0,9,76427
496,BMW X5 xDrive 30d,2011,245.0,5.0,13,75000
497,Toyota Etios G,2013,88.73,5.0,11,27075
498,Maruti Wagon R LXI,2012,67.04,5.0,12,30000
499,Hyundai Creta 1.6 SX,2016,121.3,5.0,8,69434
500,Maruti Celerio VXI,2014,67.04,5.0,10,56000
501,Land Rover Range Rover HSE Dynamic,2017,187.7,5.0,7,49275
502,Chevrolet Beat LT,2014,76.8,5.0,10,8700
503,Tata Nano Twist XT,2014,37.5,4.0,10,18000
504,Audi A6 2011-2015 35 TDI Technology,2017,174.33,5.0,7,41041
505,Mercedes-Benz E-Class 280 CDI,2009,198.5,5.0,15,80464
506,Maruti Swift VXI,2019,81.8,5.0,5,20667
507,Fiat Linea T Jet,2013,112.0,5.0,11,60283
508,Maruti Swift VXI Optional,2017,81.8,5.0,7,31696
509,Toyota Fortuner 3.0 Diesel,2010,171.0,7.0,14,100000
510,Maruti Ertiga ZXI,2014,93.7,7.0,10,13361
511,BMW 3 Series 320i Sedan,2010,154.0,5.0,14,48394
512,Maruti Ertiga VXI,2014,93.7,7.0,10,47399
513,Honda City 1.5 V AT,2010,118.0,5.0,14,69000
514,Hyundai Santa Fe 4X4,2013,194.3,7.0,11,65278
515,Tata Indigo LS,2005,70.0,5.0,19,108000
516,Mercedes-Benz E-Class 2009-2013 E 250 Elegance,2010,204.0,5.0,14,50645
517,Maruti Swift Dzire LDi,2011,73.9,5.0,13,130002
518,Ford Fiesta Classic 1.4 Duratorq CLXI,2012,67.0,5.0,12,107000
519,Honda City i VTEC CVT VX,2015,117.3,5.0,9,41950
520,Toyota Fortuner 4x2 Manual,2012,168.5,7.0,12,109000
521,Honda Amaze VX O i VTEC,2016,86.7,5.0,8,9000
522,Hyundai i20 Asta 1.4 CRDi,2014,88.73,5.0,10,43900
523,Chevrolet Enjoy TCDi LTZ 7 Seater,2013,73.8,7.0,11,64000
524,Mercedes-Benz New C-Class Progressive C 200,2019,181.43,5.0,5,13190
525,Maruti SX4 ZXI AT Leather,2009,103.2,5.0,15,77652
526,Toyota Innova 2.5 VX (Diesel) 7 Seater,2012,100.0,7.0,12,55000
527,BMW 5 Series 2003-2012 520d,2012,177.0,5.0,12,59900
528,Renault Duster 110PS Diesel RxZ,2015,108.45,5.0,9,73539
529,BMW X1 sDrive 20d xLine,2017,190.0,5.0,7,31645
530,Honda City ZX GXi,2009,78.0,5.0,15,69690
531,Maruti Ciaz RS ZDi Plus SHVS,2016,88.5,5.0,8,41000
532,Maruti Swift Dzire VXi,2010,85.8,5.0,14,109200
533,Mahindra XUV500 W6 2WD,2012,140.0,7.0,12,80000
534,Honda Civic 2006-2010 1.8 S MT,2007,130.0,5.0,17,51000
535,Maruti Ertiga ZDI,2013,88.5,7.0,11,105000
536,Toyota Etios Liva GD,2013,67.04,5.0,11,179000
537,Audi TT 2.0 TFSI,2013,207.8,2.0,11,12100
538,Skoda Rapid 1.5 TDI Style,2017,108.4,5.0,7,31000
539,Volkswagen Polo 1.5 TDI Highline,2015,88.8,5.0,9,50000
540,Skoda Laura 1.9 TDI AT Elegance,2009,105.0,5.0,15,48000
541,Mahindra Renault Logan 1.5 DLE Diesel,2007,65.0,5.0,17,35000
542,Toyota Innova Crysta 2.8 GX AT,2016,171.5,7.0,8,100200
543,BMW 3 Series 320d Luxury Line,2014,184.0,5.0,10,47000
544,Honda Jazz 1.5 S i DTEC,2015,98.6,5.0,9,63642
545,Honda Amaze VX i-DTEC,2015,98.6,5.0,9,62550
546,Jaguar XF 2.2 Litre Luxury,2015,187.7,5.0,9,37340
547,Maruti Swift Dzire VDI,2016,74.0,5.0,8,38461
548,Jeep Compass 2.0 Limited,2018,170.0,5.0,6,29000
549,Toyota Corolla Altis 1.8 Sport,2010,132.0,5.0,14,31000
550,Honda City 1.5 V MT,2011,118.0,5.0,13,42086
551,Maruti Swift ZXI,2013,85.8,5.0,11,49000
552,Hyundai Verna 1.6 SX CRDI (O) AT,2019,126.32,5.0,5,77240
553,Mahindra Bolero ZLX,2012,62.1,7.0,12,105000
554,Maruti Swift VDI,2014,74.0,5.0,10,35000
555,Audi A6 2011-2015 2.0 TDI Premium Plus,2012,174.33,5.0,12,202082
556,Ford Ikon 1.3 LXi NXt,2004,70.0,5.0,20,129000
557,Volkswagen Polo 1.5 TDI Highline,2018,88.0,5.0,6,33558
558,Mahindra Bolero VLX CRDe,2012,63.0,7.0,12,60271
559,Honda City i DTEC VX Option,2017,98.6,5.0,7,45366
560,Chevrolet Sail Hatchback 1.2 LS,2014,82.5,5.0,10,9500
561,Hyundai i20 1.2 Spotz,2016,81.83,5.0,8,42362
562,BMW X1 sDrive 20d Sportline,2016,184.0,5.0,8,21000
563,BMW X1 sDrive 20d Exclusive,2012,177.0,5.0,12,15200
564,Toyota Fortuner 4x2 AT,2015,168.5,7.0,9,43690
565,Audi Q7 4.2 TDI Quattro Technology,2014,335.2,7.0,10,79926
566,Maruti Ertiga VDI,2013,88.76,7.0,11,53073
567,Hyundai i20 1.2 Magna,2015,80.0,5.0,9,59000
568,Mercedes-Benz S Class 2005 2013 S 350 L,2006,364.9,5.0,18,47088
569,Renault Duster 85PS Diesel RxL,2014,83.8,5.0,10,55000
570,Mahindra Quanto C2,2013,100.0,7.0,11,80430
571,Toyota Fortuner 4x2 AT,2013,168.5,7.0,11,71932
572,BMW X5 2014-2019 xDrive 30d Design Pure Experience 7 Seater,2014,258.0,7.0,10,19000
573,Maruti Swift Dzire VDi,2011,73.9,5.0,13,81759
574,Maruti Swift LDI Optional,2018,74.0,5.0,6,52010
575,Audi A6 2011-2015 35 TFSI Technology,2016,177.01,5.0,8,58953
576,Mitsubishi Pajero 2.8 SFX BSIV Dual Tone,2008,107.2,6.0,16,93000
577,Jaguar XF 2.2 Litre Executive,2016,187.7,5.0,8,10000
578,Toyota Innova Crysta 2.8 ZX AT,2019,171.5,7.0,5,40674
579,Skoda Octavia Ambition 2.0 TDI AT,2015,141.0,5.0,9,50000
580,Toyota Corolla Altis VL AT,2018,138.03,5.0,6,1331
581,Maruti Omni 8 Seater BSII,2010,35.0,8.0,14,60000
582,Mercedes-Benz GLC 220d 4MATIC Style,2018,170.0,5.0,6,10003
583,Volkswagen Vento 1.5 TDI Highline AT,2016,108.5,5.0,8,25000
584,Mahindra XUV500 W10 2WD,2015,140.0,7.0,9,73000
585,Nissan Terrano XL 85 PS,2014,83.8,5.0,10,59962
586,Hyundai Verna 1.6 SX CRDi (O),2012,126.32,5.0,12,72000
587,BMW 5 Series 2013-2017 530d M Sport,2016,258.0,5.0,8,20967
588,Mahindra Scorpio S4 Plus,2015,120.0,7.0,9,35000
589,Hyundai Verna 1.6 CRDi SX,2017,126.2,5.0,7,38056
590,Audi Q7 3.0 TDI Quattro Premium Plus,2009,241.4,7.0,15,94000
591,Chevrolet Aveo U-VA 1.2 LT,2010,76.0,5.0,14,64236
592,Mahindra Bolero ZLX BSIII,2000,63.0,7.0,24,124000
593,Hyundai Xcent 1.2 Kappa S,2014,82.0,5.0,10,7400
594,Toyota Innova Crysta 2.4 GX MT 8S,2017,147.8,8.0,7,52000
595,Hyundai EON Era Plus,2015,55.2,5.0,9,68764
596,Volkswagen Polo Diesel Comfortline 1.2L,2013,73.9,5.0,11,64000
597,Maruti Vitara Brezza ZDi,2016,88.5,5.0,8,21558
598,BMW 3 Series 320d Prestige,2013,184.0,5.0,11,37500
599,Hyundai EON Sportz,2016,55.2,5.0,8,14077
600,Honda City 1.5 S MT,2009,118.0,5.0,15,70000
601,Honda Accord 2.4 MT,2011,177.6,5.0,13,54316
602,Mahindra Xylo E8,2009,112.0,8.0,15,90764
603,BMW 3 Series 320d,2009,170.0,5.0,15,137000
604,Honda City V MT,2013,116.3,5.0,11,127000
605,Mahindra XUV500 W10 2WD,2016,140.0,7.0,8,51884
606,Hyundai i20 Asta 1.4 CRDi,2014,88.76,5.0,10,67407
607,Toyota Fortuner 4x2 Manual,2014,168.5,7.0,10,107825
608,Mahindra Bolero DI BSII,2006,63.0,8.0,18,82453
609,Maruti Esteem Vxi - BSIII,2007,85.0,5.0,17,30441
610,Mini Cooper 5 DOOR D,2016,113.98,5.0,8,11000
611,Audi Q3 35 TDI Quattro Premium,2015,174.33,5.0,9,61000
612,Hyundai i20 Sportz Option,2013,80.0,5.0,11,48454
613,Tata Safari Storme VX Varicor 400,2017,154.0,7.0,7,37000
614,Honda BR-V i-DTEC VX MT,2017,98.6,7.0,7,32249
615,Volkswagen Jetta 2013-2015 2.0L TDI Highline,2013,138.03,5.0,11,58000
616,Hyundai Xcent 1.2 Kappa S Option,2017,81.86,5.0,7,28360
617,Maruti Ignis 1.2 Alpha,2017,81.8,5.0,7,7000
618,BMW 5 Series 2013-2017 520d Luxury Line,2016,190.0,5.0,8,19658
619,Ford Ikon 1.3 CLXi,2007,70.0,5.0,17,92000
620,Hyundai i10 Sportz,2013,78.9,5.0,11,25000
621,Hyundai Verna 1.6 CRDI,2016,126.3,5.0,8,37882
622,BMW 3 Series 320d Highline,2014,181.0,5.0,10,69330
623,Mercedes-Benz E-Class 2009-2013 E200 CGI Blue Efficiency,2011,185.0,5.0,13,61000
624,Chevrolet Beat Option Pack,2010,79.4,5.0,14,35000
625,Mahindra XUV500 W8 2WD,2012,140.0,7.0,12,72450
626,Maruti Ciaz ZDi Plus SHVS,2017,88.5,5.0,7,36381
627,Mercedes-Benz New C-Class C 250 CDI Avantgarde,2017,201.15,5.0,7,25559
628,Honda City ZX CVT,2005,78.0,5.0,19,100000
629,Toyota Fortuner 4x2 4 Speed AT,2015,169.0,7.0,9,94000
630,Maruti Alto K10 VXI,2011,67.1,5.0,13,64357
631,Jaguar XJ 2.0L Portfolio,2017,237.4,5.0,7,10501
632,Hyundai i20 1.4 Magna ABS,2009,90.0,5.0,15,47000
633,Honda BRV i-VTEC V CVT,2017,117.3,7.0,7,18000
634,Toyota Corolla Executive (HE),2007,125.0,5.0,17,89000
635,Audi A6 2011-2015 2.0 TDI Premium Plus,2014,174.33,5.0,10,49964
636,Toyota Innova 2.5 ZX Diesel 7 Seater BSIII,2014,100.6,7.0,10,35000
637,Hyundai Grand i10 CRDi Sportz,2014,70.0,5.0,10,64000
638,Volkswagen Vento IPL II Petrol Highline AT,2013,105.0,5.0,11,36000
639,Toyota Innova 2.5 VX (Diesel) 7 Seater BS IV,2012,102.0,7.0,12,78600
640,Hyundai Verna CRDi SX,2008,110.0,5.0,16,170000
641,Maruti Ritz VDi,2015,73.94,5.0,9,65000
642,Audi Q7 3.0 TDI Quattro Technology,2008,241.4,7.0,16,120300
643,Hyundai i20 Asta Option 1.2,2016,81.83,5.0,8,21000
644,Maruti Vitara Brezza ZDi Plus Dual Tone,2017,88.5,5.0,7,18108
645,Honda City i VTEC S,2014,117.3,5.0,10,58407
646,Maruti Ciaz ZXi,2014,91.1,5.0,10,49500
647,Nissan Sunny XV CVT,2013,99.6,5.0,11,37199
648,Volkswagen Polo Diesel Highline 1.2L,2012,73.9,5.0,12,62000
649,Maruti Ertiga ZDI,2015,88.8,7.0,9,59000
650,Maruti Swift Dzire VDI,2015,74.0,5.0,9,60000
651,Mercedes-Benz New C-Class C 220 CDI Elegance AT,2007,170.0,5.0,17,39037
652,Honda Brio S MT,2013,86.8,5.0,11,17003
653,Hyundai i10 Magna Optional 1.1L,2008,66.7,5.0,16,80400
654,Hyundai Verna 1.6 SX CRDi (O),2012,126.32,5.0,12,75200
655,Maruti Ciaz VDI SHVS,2017,88.5,5.0,7,41217
656,Ford Ikon 1.3 Flair,2006,70.0,5.0,18,98293
657,Volkswagen Polo 1.2 MPI Highline,2017,74.0,5.0,7,54000
658,Honda Jazz 1.2 V i VTEC,2016,88.7,5.0,8,17377
659,Honda Amaze EX i-Dtech,2013,98.6,5.0,11,33800
660,Hyundai i20 Asta 1.4 CRDi,2015,88.73,5.0,9,86157
661,Maruti Ritz VDi,2012,73.9,5.0,12,146824
662,Honda City V MT,2014,116.3,5.0,10,55000
663,Skoda Superb 1.8 TSI MT,2010,160.0,5.0,14,53293
664,Maruti Vitara Brezza LDi Option,2017,88.5,5.0,7,38000
665,Hyundai i20 Asta,2009,80.0,5.0,15,64000
666,Maruti Alto K10 VXI AGS,2017,67.1,5.0,7,25058
667,Hyundai EON Era Plus,2016,55.2,5.0,8,36700
668,Hyundai i10 Sportz,2011,78.9,5.0,13,35000
669,Mercedes-Benz SLK-Class SLK 350,2016,306.0,2.0,8,22732
670,Audi A6 2.0 TDI Design Edition,2014,187.74,5.0,10,48000
671,Ford EcoSport 1.5 TDCi Titanium,2013,98.59,5.0,11,62084
672,Volkswagen Passat Highline DSG,2012,140.0,5.0,12,39273
673,Toyota Innova Crysta 2.4 ZX MT,2017,147.8,7.0,7,64798
674,Ford Figo Diesel ZXI,2010,68.0,5.0,14,100002
675,Chevrolet Aveo 1.4,2006,92.7,5.0,18,78000
676,Maruti Ritz LXi,2013,85.8,5.0,11,57717
677,Land Rover Freelander 2 SE,2011,147.51,5.0,13,109000
678,Hyundai Grand i10 Asta,2017,82.0,5.0,7,74515
679,Ford Endeavour 3.2 Trend AT 4X4,2017,197.2,7.0,7,50484
680,Audi Q5 2008-2012 2.0 TDI,2013,167.6,5.0,11,13452
681,Hyundai Verna 1.6 VTVT,2017,121.3,5.0,7,37688
682,Mercedes-Benz E-Class 2015-2017 E250 CDI Avantgarde,2017,204.0,5.0,7,34000
683,Mercedes-Benz M-Class ML 350 4Matic,2014,165.0,5.0,10,120000
684,Maruti Swift Dzire ZXi,2008,85.8,5.0,16,64000
685,Honda City 1.3 EXI S,2011,90.0,5.0,13,100000
686,Renault Duster 85PS Diesel RxL Optional,2014,83.8,5.0,10,75000
687,Mercedes-Benz New C-Class 220 CDI AT,2012,170.0,5.0,12,86000
688,BMW X5 xDrive 30d Design Pure Experience 5 Seater,2015,258.0,5.0,9,69000
689,Hyundai Xcent 1.2 Kappa SX Option,2015,82.0,5.0,9,41721
690,Maruti Dzire AMT ZXI Plus,2017,81.8,5.0,7,13000
691,BMW 3 Series 320d Corporate Edition,2013,181.0,4.0,11,38998
692,Maruti Alto 800 LXI,2017,47.3,5.0,7,54250
693,Audi A4 2.0 TDI 177 Bhp Premium Plus,2013,174.33,5.0,11,45979
694,Mini Cooper S,2012,181.0,4.0,12,37000
695,Audi Q7 3.0 TDI Quattro Premium Plus,2015,241.4,7.0,9,46983
696,Chevrolet Beat Diesel LT,2012,57.6,5.0,12,40700
697,Maruti Wagon R LXI BS IV,2015,67.04,5.0,9,43828
698,Nissan Terrano XV Premium 110 PS,2016,108.5,5.0,8,53000
699,BMW 3 Series 320d Luxury Plus,2015,184.0,5.0,9,100000
700,Maruti Swift Dzire VXI,2015,83.14,5.0,9,19000
701,Skoda Yeti Elegance 4X2,2016,108.5,5.0,8,84000
702,Ford EcoSport 1.5 Ti VCT AT Titanium,2018,110.4,5.0,6,37630
703,Hyundai i20 1.2 Magna,2010,80.0,5.0,14,67714
704,Maruti S Cross DDiS 200 Sigma Option,2017,88.5,5.0,7,32000
705,Hyundai Verna Transform VTVT,2010,103.2,5.0,14,51000
706,BMW 3 Series 320d Luxury Line,2015,184.0,5.0,9,58390
707,Hyundai Grand i10 1.2 CRDi Magna,2017,73.97,5.0,7,14000
708,Honda City i-VTEC V,2014,117.3,5.0,10,55818
709,Maruti Swift 1.3 VXi,2006,74.0,5.0,18,97800
710,Maruti Swift VDI BSIV,2012,74.0,5.0,12,52241
711,Maruti Baleno Zeta 1.3,2018,74.0,5.0,6,25433
712,Tata Safari Storme 2012-2015 LX,2015,138.1,7.0,9,40611
713,Hyundai Accent GLS,2008,94.0,5.0,16,72000
714,Maruti Swift LDI SP Limited Edition,2016,74.0,5.0,8,54631
715,Tata Nano XTA,2016,37.48,4.0,8,24941
716,Maruti Ertiga VDI,2017,88.5,7.0,7,63939
717,Maruti Celerio VXI AMT,2014,67.04,5.0,10,35214
718,Maruti Swift VDI BSIV,2015,74.0,5.0,9,63000
719,Volkswagen Vento Petrol Highline,2012,103.6,5.0,12,121377
720,Volkswagen Jetta 2007-2011 1.9 Highline TDI,2009,105.0,5.0,15,100970
721,Mini Cooper 5 DOOR D,2014,113.98,5.0,10,60000
722,Tata Indica V2 DLS,2008,53.5,5.0,16,77650
723,Land Rover Range Rover 3.0 D,2008,74.0,5.0,16,55001
724,Honda City i-VTEC CVT VX,2015,117.3,5.0,9,18955
725,Jaguar XF 2.2 Litre Luxury,2016,187.7,5.0,8,47877
726,Mercedes-Benz E-Class 2015-2017 E250 Edition E,2017,204.0,5.0,7,43368
727,Chevrolet Cruze LTZ,2011,147.9,5.0,13,73000
728,Mahindra XUV500 W8 2WD,2015,140.0,7.0,9,72007
729,Mercedes-Benz New C-Class C 200 CGI Avantgarde,2014,186.0,5.0,10,56778
730,Honda Jazz VX,2018,88.7,5.0,6,20024
731,Toyota Etios G,2013,88.73,5.0,11,42103
732,Maruti Alto LXi BSIII,2012,46.3,5.0,12,67147
733,Maruti Swift VXI BSIV,2016,81.8,5.0,8,37806
734,Maruti A-Star Vxi,2009,66.1,5.0,15,85000
735,Tata Nano Lx BSIV,2011,37.48,4.0,13,35000
736,Ford Figo Titanium Diesel,2015,99.0,5.0,9,72035
737,Fiat Linea Emotion,2011,90.0,5.0,13,48500
738,Ford Figo Aspire 1.2 Ti-VCT Trend,2017,86.8,5.0,7,28854
739,Maruti Baleno LXI,2005,94.0,5.0,19,92450
740,BMW 3 Series 320d Luxury Line,2016,184.0,5.0,8,14351
741,Chevrolet Cruze LTZ,2017,163.7,5.0,7,51087
742,Mahindra Scorpio 2.6 DX,2005,116.6,8.0,19,50000
743,Tata Indica V2 eLS,2016,69.0,5.0,8,73000
744,Chevrolet Cruze LTZ AT,2011,147.9,4.0,13,60000
745,Toyota Innova 2.5 V Diesel 8-seater,2016,102.0,8.0,8,50000
746,Mercedes-Benz New C-Class C 220d Avantgarde Edition C,2018,167.62,5.0,6,36797
747,Maruti Ritz VXi,2011,85.8,5.0,13,50000
748,Toyota Innova 2.5 GX (Diesel) 8 Seater BS IV,2013,102.0,8.0,11,94000
749,Toyota Fortuner 4x4 MT,2013,168.5,7.0,11,74000
750,Hyundai i10 Sportz AT,2014,78.9,5.0,10,41016
751,Hyundai Verna 1.6 SX,2012,126.32,5.0,12,67000
752,Audi Q3 2012-2015 35 TDI Quattro Premium Plus,2015,174.33,5.0,9,76927
753,Chevrolet Beat LS,2010,79.4,5.0,14,17088
754,Ford Fiesta 1.4 Duratorq ZXI,2007,68.0,5.0,17,112808
755,Ford Figo Diesel EXI,2014,68.0,5.0,10,74980
756,Maruti Celerio VXI AT,2014,67.04,5.0,10,44600
757,Mercedes-Benz A Class A180 CDI,2013,107.3,5.0,11,37000
758,Hyundai Creta 1.6 SX,2016,121.3,5.0,8,21000
759,Maruti Wagon R VXI BS IV,2010,67.1,5.0,14,81245
760,Mercedes-Benz E-Class 2009-2013 E 220 CDI Avantgarde,2013,170.0,5.0,11,70000
761,Ford EcoSport 1.5 Ti VCT MT Titanium BE,2017,110.4,5.0,7,4018
762,Renault Koleos 2.0 Diesel,2013,148.0,5.0,11,70000
763,Mahindra XUV500 W10 2WD,2016,140.0,7.0,8,56532
764,Maruti Omni E 8 Str STD,2013,34.2,8.0,11,26875
765,Maruti Wagon R VXI,2015,67.04,5.0,9,72599
766,Ford Endeavour XLT TDCi 4X2,2008,141.0,7.0,16,205000
767,Hyundai Verna 1.6 SX,2011,126.32,5.0,13,98000
768,Hyundai i20 Magna 1.2,2018,81.83,5.0,6,19500
769,Maruti Ertiga ZXI,2013,93.7,7.0,11,68000
770,Mahindra XUV500 W9 AT,2019,155.0,7.0,5,19654
