,Unnamed: 0,Name,Location,Year,Kilometers_Driven,Owner_Type,Mileage,Engine,Power,Seats,Price,Fuel_Type_Electric,Fuel_Type_Petrol,Transmission_Manual,Car_Age
218,218,Nissan Terrano XV Premium 110 PS Anniversary Edition,Coimbatore,2015,46173,Second,19.01,1461,108.5,5.0,8.92,0,0,1,9
219,219,Mini Cooper Convertible S,Kochi,2017,26327,First,16.82,1998,189.08,4.0,35.67,0,1,0,7
220,220,Ford Figo Diesel,Bangalore,2015,70436,First,0.0,1498,99.0,5.0,3.6,0,0,1,9
221,221,Tata Indica V2 DLS BSII,Jaipur,2007,200000,Second,17.2,1396,53.5,5.0,0.85,0,0,1,17
222,222,Chevrolet Beat LT,Kochi,2016,60813,Second,18.6,1199,76.8,5.0,3.32,0,1,1,8
223,223,Volkswagen Polo Diesel Comfortline 1.2L,Mumbai,2012,45000,First,22.07,1199,73.9,5.0,3.6,0,0,1,12
224,224,Maruti Swift ZDi,Hyderabad,2016,64000,First,22.9,1248,74.0,5.0,6.8,0,0,1,8
225,225,Ford Figo Diesel EXI,Kolkata,2012,41284,First,20.0,1399,68.05,5.0,2.5,0,0,1,12
226,226,Toyota Innova Crysta 2.8 GX AT,Kochi,2019,14165,First,11.36,2755,171.5,7.0,19.64,0,0,0,5
227,227,Hyundai Santa Fe 4x4 AT,Mumbai,2011,67000,Second,11.72,2199,194.3,7.0,7.0,0,0,0,13
228,228,Honda City i-VTEC V,Kolkata,2011,32572,First,17.4,1497,117.3,5.0,3.87,0,1,1,13
229,229,Hyundai i20 1.2 Magna Executive,Kochi,2018,14960,First,18.6,1197,81.83,5.0,6.27,0,1,1,6
230,230,Mercedes-Benz New C-Class C 220d Avantgarde Edition C,Kochi,2015,55980,First,19.27,2143,167.62,5.0,18.12,0,0,0,9
231,231,Chevrolet Beat Diesel LT,Mumbai,2013,74000,First,25.44,936,57.6,5.0,2.65,0,0,1,11
232,232,Hyundai i20 Sportz 1.4 CRDi,Kochi,2015,56847,First,22.54,1396,88.73,5.0,7.2,0,0,1,9
233,233,Toyota Innova 2.5 Z Diesel 7 Seater,Coimbatore,2015,121374,First,12.99,2494,100.6,7.0,14.3,0,0,1,9
234,234,Maruti Ertiga VDI,Chennai,2013,52000,First,20.77,1248,88.76,7.0,6.9,0,0,1,11
235,235,Toyota Innova 2.5 V Diesel 7-seater,Mumbai,2014,118000,First,12.8,2494,102.0,7.0,10.75,0,0,1,10
236,236,Honda City i VTEC V,Kochi,2016,33915,First,17.8,1497,117.3,5.0,8.09,0,1,1,8
237,237,BMW X1 sDrive20d,Ahmedabad,2014,82002,First,17.05,1995,184.0,5.0,18.5,0,0,0,10
238,238,Hyundai Grand i10 CRDi Era,Mumbai,2017,33000,First,24.0,1120,70.0,5.0,4.75,0,0,1,7
239,239,Maruti Ciaz 1.3 Alpha,Chennai,2016,34000,First,28.09,1248,88.5,5.0,8.45,0,0,1,8
240,240,Skoda Rapid Leisure 1.6 TDI MT,Kolkata,2012,55000,First,20.5,1598,103.6,5.0,3.5,0,0,1,12
241,241,Hyundai Accent CRDi,Kochi,2006,160538,First,13.1,1493,82.0,5.0,1.8,0,0,1,18
242,242,Volkswagen Polo GT 1.5 TDI,Jaipur,2014,60000,Second,19.91,1498,103.6,5.0,3.7,0,0,1,10
243,243,Honda Jazz 1.2 VX i VTEC,Coimbatore,2017,49575,First,18.7,1199,88.7,5.0,7.17,0,1,1,7
244,244,Hyundai i10 Era,Jaipur,2010,83000,First,19.81,1086,68.05,5.0,1.75,0,1,1,14
245,245,Hyundai Tucson 2.0 e-VGT 2WD AT GLS,Kochi,2018,51346,First,16.38,1995,183.0,5.0,21.99,0,0,0,6
246,246,Toyota Innova Crysta 2.4 ZX MT,Pune,2017,43000,First,13.68,2393,147.8,7.0,18.65,0,0,1,7
247,247,Maruti Omni MPI CARGO BSIII W/ IMMOBILISER,Jaipur,2011,35000,Third,19.7,796,35.0,5.0,1.85,0,1,1,13
248,248,Maruti Swift VXI BSIV,Coimbatore,2017,27872,Second,20.4,1197,81.8,5.0,5.95,0,1,1,7
249,249,Hyundai Grand i10 Magna,Mumbai,2014,16514,First,18.9,1197,82.0,5.0,3.75,0,1,1,10
250,250,Maruti Swift VDI,Pune,2012,120000,First,22.9,1248,74.0,5.0,3.75,0,0,1,12
251,251,Hyundai Verna CRDi 1.6 SX,Hyderabad,2008,143275,First,22.0,1582,126.2,5.0,2.6,0,0,1,16
252,252,Hyundai i20 1.2 Sportz,Mumbai,2010,52000,First,17.0,1197,80.0,5.0,2.8,0,1,1,14
253,253,Mercedes-Benz GLE 350d,Coimbatore,2017,29819,First,11.57,2987,254.79,5.0,61.29,0,0,0,7
254,254,Mercedes-Benz New C-Class C 220 CDI CLASSIC,Bangalore,2014,57000,Second,15.8,2148,170.0,5.0,18.0,0,0,1,10
255,255,Maruti Ritz ZDi,Hyderabad,2014,88500,First,23.2,1248,73.94,5.0,4.35,0,0,1,10
256,256,Hyundai Creta 1.6 CRDi SX,Bangalore,2016,28000,First,19.67,1582,126.2,5.0,13.75,0,0,1,8
257,257,Maruti A-Star Vxi,Pune,2010,67000,First,19.0,998,66.1,5.0,2.0,0,1,1,14
258,258,Renault Duster 110PS Diesel RXZ Option,Delhi,2016,26000,First,19.64,1461,108.45,5.0,10.0,0,0,1,8
259,259,Fiat Grande Punto 1.3 Emotion Pack (Diesel),Delhi,2010,120000,First,17.8,1248,76.0,5.0,1.65,0,0,1,14
260,260,BMW X3 xDrive30d M Sport,Coimbatore,2017,51982,First,16.55,2993,258.0,5.0,45.77,0,0,0,7
261,261,Hyundai i10 Sportz,Bangalore,2010,36000,Second,20.36,1197,78.9,5.0,3.25,0,1,1,14
262,262,Toyota Innova 2.5 G4 Diesel 7-seater,Pune,2016,47000,First,12.8,2494,102.0,7.0,12.8,0,0,1,8
263,263,Maruti Zen VXI BSII,Mumbai,2002,60000,Third,17.3,993,60.0,5.0,0.55,0,1,1,22
264,264,Maruti Swift VDI,Hyderabad,2018,31025,First,28.4,1248,74.0,5.0,7.15,0,0,1,6
265,265,Mahindra Scorpio VLX 2.2 mHawk Airbag BSIV,Pune,2013,105000,Second,12.05,2179,120.0,8.0,7.0,0,0,1,11
266,266,Tata Zest Quadrajet 1.3 75PS XE,Pune,2017,121900,First,22.95,1248,74.0,5.0,3.75,0,0,1,7
267,267,Ford EcoSport 1.0 Ecoboost Titanium Plus,Mumbai,2017,22695,First,18.88,999,123.24,5.0,8.5,0,1,1,7
268,268,Maruti Swift Dzire ZDI,Jaipur,2012,73000,First,23.4,1248,74.0,5.0,4.35,0,0,1,12
269,269,Maruti Alto 800 LXI,Kochi,2016,32227,First,22.74,796,47.3,5.0,3.26,0,1,1,8
270,270,Honda City 1.5 S MT,Jaipur,2011,55000,First,17.0,1497,118.0,5.0,4.21,0,1,1,13
271,271,Audi Q7 3.0 TDI Quattro Technology,Kochi,2018,11287,First,12.07,2967,241.4,7.0,70.36,0,0,0,6
272,272,Skoda Laura 1.9 TDI AT Ambiente,Mumbai,2009,48000,Second,17.0,1896,105.0,5.0,2.95,0,0,0,15
273,273,Hyundai Verna 1.6 SX VTVT (O),Kochi,2012,54308,First,17.1,1591,121.3,5.0,4.28,0,1,1,12
274,274,Honda City 1.5 V AT,Jaipur,2009,78442,First,16.8,1497,118.0,5.0,3.57,0,1,0,15
275,275,Hyundai i20 Magna Optional 1.4 CRDi,Kolkata,2013,46000,First,21.9,1396,88.8,5.0,3.11,0,0,1,11
276,276,Hyundai i20 Sportz AT 1.4,Coimbatore,2014,45051,First,15.0,1396,98.6,5.0,5.96,0,1,0,10
277,277,Volkswagen Vento Diesel Highline,Hyderabad,2011,69000,First,20.54,1598,103.6,5.0,4.7,0,0,1,13
278,278,Honda City i VTEC VX,Ahmedabad,2014,49000,First,17.4,1497,117.3,5.0,6.9,0,1,1,10
279,279,Tata Zest Quadrajet 1.3 75PS XE,Pune,2018,45000,First,22.95,1248,74.0,5.0,5.25,0,0,1,6
280,280,BMW 5 Series 2003-2012 520d,Pune,2015,64000,First,18.48,1995,177.0,5.0,28.0,0,0,0,9
281,281,Maruti Wagon R LXI Minor,Delhi,2009,60000,First,18.9,1061,67.0,5.0,1.35,0,1,1,15
282,282,Honda Jazz VX,Delhi,2015,62178,First,18.2,1199,88.7,5.0,4.85,0,1,1,9
283,283,Volkswagen Jetta 2007-2011 2.0 TDI Comfortline,Coimbatore,2012,58006,First,15.0,1896,105.0,5.0,6.7,0,0,1,12
284,284,Hyundai i10 Magna 1.2,Hyderabad,2010,74000,First,20.36,1197,78.9,5.0,3.1,0,1,1,14
285,285,Mercedes-Benz New C-Class C 220 CDI Avantgarde,Kochi,2015,77771,First,19.27,2143,170.0,5.0,18.64,0,0,0,9
286,286,Hyundai i10 Magna 1.2 iTech SE,Pune,2012,45275,First,20.36,1197,78.9,5.0,2.8,0,1,1,12
287,287,Toyota Innova Crysta 2.4 ZX MT,Chennai,2016,48000,First,13.68,2393,147.8,7.0,20.25,0,0,1,8
288,288,Audi A6 2011-2015 2.0 TDI Technology,Kochi,2015,31652,First,17.68,1968,174.33,5.0,26.78,0,0,0,9
289,289,Toyota Innova 2.5 VX (Diesel) 7 Seater,Hyderabad,2010,109000,Second,12.99,2494,100.6,7.0,8.26,0,0,1,14
290,290,Volkswagen Polo Petrol Trendline 1.2L,Mumbai,2015,31978,First,16.47,1198,73.9,5.0,3.89,0,1,1,9
291,291,Maruti Alto K10 LXI,Hyderabad,2011,70000,First,20.92,998,67.1,5.0,2.1,0,1,1,13
292,292,Honda City i-VTEC CVT ZX,Mumbai,2017,15000,First,18.0,1497,117.3,5.0,12.69,0,1,0,7
293,293,Tata Indigo LX,Coimbatore,2013,59138,First,17.0,1405,70.0,5.0,2.58,0,0,1,11
294,294,Audi A6 2011-2015 2.0 TDI Premium Plus,Kochi,2014,61726,First,17.68,1968,174.33,5.0,20.77,0,0,0,10
295,295,Mercedes-Benz GLA Class 200 CDI SPORT,Delhi,2015,48000,First,17.9,2143,136.0,5.0,20.26,0,0,0,9
296,296,Maruti Celerio VXI AT,Hyderabad,2014,77815,First,23.1,998,67.04,5.0,4.25,0,1,0,10
297,297,Mercedes-Benz GLE 250d,Hyderabad,2017,29000,First,17.9,2143,201.15,5.0,57.0,0,0,0,7
298,298,Land Rover Range Rover HSE Dynamic,Delhi,2017,44000,First,12.7,2179,187.7,5.0,44.0,0,0,0,7
299,299,Volkswagen Vento Diesel Trendline,Hyderabad,2011,108626,First,20.54,1598,103.6,5.0,3.65,0,0,1,13
300,300,Maruti Omni 8 Seater BSIV,Hyderabad,2012,71791,First,14.0,796,35.0,5.0,2.05,0,1,1,12
301,301,Honda Brio 1.2 VX MT,Kochi,2012,91931,First,18.5,1198,86.8,5.0,3.13,0,1,1,12
302,302,Tata Sumo Delux,Hyderabad,2000,158000,Second,14.07,2956,83.1,7.0,1.5,0,0,1,24
303,303,Tata Indica Vista Aura 1.3 Quadrajet,Pune,2012,91183,First,18.0,1248,75.0,5.0,2.85,0,0,1,12
304,304,Maruti Wagon R LXI BS IV,Delhi,2012,65000,First,18.9,998,67.1,5.0,2.65,0,1,1,12
305,305,Mahindra XUV500 W8 4WD,Hyderabad,2015,88428,First,16.0,2179,140.0,7.0,10.6,0,0,1,9
306,306,Tata Indigo LS Dicor,Pune,2008,138000,Second,17.1,1396,70.0,5.0,1.25,0,0,1,16
307,307,Maruti Ertiga Paseo VXI,Mumbai,2018,18000,First,16.02,1373,93.7,7.0,8.25,0,1,1,6
308,308,Honda Accord 2.4 A/T,Mumbai,2011,60000,First,11.7,2354,177.6,5.0,4.45,0,1,0,13
309,309,Maruti Swift Dzire VDi,Kolkata,2012,48000,First,19.3,1248,73.9,5.0,3.7,0,0,1,12
310,310,Ford Fiesta EXi 1.4 TDCi Ltd,Hyderabad,2009,160000,First,17.8,1399,68.0,5.0,2.8,0,0,1,15
311,311,Honda City ZX GXi,Kolkata,2008,40000,First,17.7,1497,78.0,5.0,1.8,0,1,1,16
312,312,Audi A6 2011-2015 2.0 TDI Premium Plus,Kochi,2014,51495,First,17.68,1968,174.33,5.0,21.95,0,0,0,10
313,313,BMW 6 Series 640d Gran Coupe,Mumbai,2011,30000,First,9.52,2993,313.0,4.0,49.0,0,0,0,13
314,314,Audi Q7 45 TDI Quattro Technology,Coimbatore,2017,97430,First,14.75,2967,245.0,7.0,62.67,0,0,0,7
315,315,Hyundai i20 1.4 CRDi Asta,Pune,2012,83000,First,23.0,1396,90.0,5.0,5.5,0,0,1,12
316,316,Hyundai i10 Sportz AT,Bangalore,2009,37000,Third,16.95,1197,78.9,5.0,2.95,0,1,0,15
317,317,Honda Jazz 1.2 V CVT i VTEC,Kochi,2016,28503,First,19.0,1199,88.7,5.0,6.86,0,1,0,8
318,318,Maruti Swift VDI BSIV,Hyderabad,2015,76496,First,25.2,1248,74.0,5.0,6.15,0,0,1,9
319,319,Hyundai i20 Asta 1.2,Pune,2011,79152,Second,18.5,1197,82.85,5.0,3.3,0,1,1,13
320,320,Volkswagen Polo Petrol Comfortline 1.2L,Kolkata,2011,32000,First,16.47,1198,73.9,5.0,2.55,0,1,1,13
321,321,Maruti Alto LXi,Ahmedabad,2009,35000,First,19.7,796,46.3,5.0,1.5,0,1,1,15
322,322,Toyota Corolla H4,Chennai,2004,105000,Second,11.3,1794,125.0,5.0,2.5,0,1,0,20
323,323,Maruti Alto LXi,Chennai,2006,56000,Second,19.7,796,46.3,5.0,1.4,0,1,1,18
324,324,Tata Manza ELAN Quadrajet BS IV,Pune,2012,73000,First,21.12,1248,88.8,5.0,3.4,0,0,1,12
325,325,Maruti Alto LXi,Pune,2012,38000,First,19.7,796,46.3,5.0,2.25,0,1,1,12
326,326,Skoda Octavia Ambition Plus 2.0 TDI AT,Kolkata,2013,775000,First,19.3,1968,141.0,5.0,7.5,0,0,0,11
327,327,Toyota Corolla H4,Kolkata,2008,80000,First,11.3,1794,125.0,5.0,2.8,0,1,0,16
328,328,Hyundai i20 Asta Option 1.2,Coimbatore,2016,24973,First,18.6,1197,81.83,5.0,7.66,0,1,1,8
329,329,Maruti Vitara Brezza LDi,Chennai,2016,45000,First,24.3,1248,88.5,5.0,7.15,0,0,1,8
330,330,Honda City 1.5 V MT,Delhi,2010,87430,First,17.0,1497,118.0,5.0,3.5,0,1,1,14
331,331,Tata Indica Vista Aqua 1.3 Quadrajet,Hyderabad,2014,133944,Second,18.0,1248,75.0,5.0,3.5,0,0,1,10
332,332,Honda Amaze S i-Dtech,Kolkata,2013,57000,First,25.8,1498,98.6,5.0,3.45,0,0,1,11
333,333,Hyundai EON D Lite Plus,Coimbatore,2016,27904,First,21.1,814,55.2,5.0,3.55,0,1,1,8
334,334,BMW 3 Series Luxury Line,Kochi,2015,30717,Second,21.76,1995,190.0,5.0,25.99,0,0,0,9
335,335,Hyundai Verna 1.6 SX,Bangalore,2012,80000,First,22.32,1582,126.32,5.0,5.25,0,0,1,12
336,336,Tata Manza Club Class Quadrajet90 LS,Ahmedabad,2013,47304,First,21.02,1248,88.8,5.0,2.9,0,0,1,11
337,337,Skoda Octavia RS,Jaipur,2005,100000,First,14.45,1984,227.0,5.0,2.05,0,1,0,19
338,338,Maruti Alto K10 VXI,Pune,2017,30000,First,24.07,998,67.1,5.0,3.75,0,1,1,7
339,339,Ford Ecosport 1.5 DV5 MT Titanium Optional,Mumbai,2014,68000,First,22.7,1498,89.84,5.0,6.75,0,0,1,10
340,340,Chevrolet Spark 1.0 LS,Kolkata,2011,21000,Second,18.0,995,62.0,5.0,0.95,0,1,1,13
341,341,Jaguar XF 2.0 Diesel Portfolio,Hyderabad,2017,21000,First,19.33,1999,177.0,5.0,52.0,0,0,0,7
342,342,Honda CR-V RVi MT,Jaipur,2007,119000,Third,13.1,1997,141.1,5.0,3.91,0,1,1,17
343,343,Skoda Superb L&K 1.8 TSI AT,Kochi,2019,13747,First,14.67,1798,177.46,5.0,27.3,0,1,0,5
344,344,Hyundai i10 Magna 1.2,Chennai,2009,620000,First,20.36,1197,78.9,5.0,2.7,0,1,1,15
345,345,Maruti Swift LDI,Delhi,2013,70000,First,22.9,1248,74.0,5.0,3.5,0,0,1,11
346,346,Maruti Swift Dzire VXi AT,Mumbai,2016,18000,First,18.5,1197,83.14,5.0,6.2,0,1,0,8
347,347,Nissan Micra Diesel XV,Chennai,2011,83000,First,23.08,1461,63.1,5.0,2.75,0,0,1,13
348,348,Maruti Swift Dzire Tour LDI,Mumbai,2015,130000,First,23.4,1248,74.0,5.0,3.25,0,0,1,9
349,349,Ford Fiesta Classic 1.4 Duratorq CLXI,Pune,2012,63400,First,17.8,1399,67.0,5.0,3.25,0,0,1,12
350,350,Maruti Zen LX,Kolkata,2003,65000,First,17.3,993,60.0,5.0,0.65,0,1,1,21
351,351,Mini Clubman Cooper S,Pune,2017,8350,First,13.8,1998,192.0,5.0,35.0,0,1,1,7
352,352,Toyota Etios GD,Kolkata,2014,45000,First,23.59,1364,67.05,5.0,3.25,0,0,1,10
353,353,Maruti Alto 800 2016-2019 LXI,Kolkata,2018,26200,First,24.7,796,47.3,5.0,2.9,0,1,1,6
354,354,Maruti Alto VXi,Bangalore,2011,11000,Third,18.9,796,47.0,5.0,2.9,0,1,1,13
355,355,BMW X5 3.0d,Bangalore,2009,90000,Second,11.0,2993,235.0,5.0,17.75,0,0,0,15
356,356,Nissan Teana XV,Mumbai,2015,74000,Second,11.07,2496,179.5,5.0,8.25,0,1,0,9
357,357,Hyundai Grand i10 AT Asta,Coimbatore,2015,37081,First,18.9,1197,82.0,5.0,5.77,0,1,0,9
358,358,Maruti Vitara Brezza ZDi Plus,Hyderabad,2017,39000,First,24.3,1248,88.5,5.0,9.49,0,0,1,7
359,359,Audi Q7 3.0 TDI Quattro Premium Plus,Mumbai,2008,99000,Third,12.07,2967,241.4,7.0,12.95,0,0,0,16
360,360,Mercedes-Benz GLA Class 200 CDI,Chennai,2015,38000,First,17.9,2143,136.0,5.0,20.0,0,0,0,9
361,361,Maruti 800 AC,Chennai,2007,72000,Third,16.1,796,37.0,4.0,1.0,0,1,1,17
362,362,Renault Duster 85PS Diesel RxL,Chennai,2015,93000,Second,20.45,1461,83.8,5.0,7.1,0,0,1,9
363,363,Toyota Corolla Altis D-4D GL,Mumbai,2017,5900,First,21.43,1364,87.2,5.0,16.5,0,0,1,7
364,364,Mercedes-Benz New C-Class 220,Chennai,2014,25000,First,15.8,2148,170.0,5.0,26.0,0,0,1,10
365,365,Maruti Ritz VDi,Hyderabad,2010,68000,Second,21.1,1248,73.9,5.0,3.2,0,0,1,14
366,366,Honda BRV i-VTEC V CVT,Kochi,2017,35676,First,16.0,1497,117.3,7.0,9.48,0,1,0,7
367,367,Hyundai Xcent 1.1 CRDi Base,Kochi,2015,74310,First,24.4,1120,71.0,5.0,4.0,0,0,1,9
368,368,Mercedes-Benz E-Class 2009-2013 E250 CDI Avantgarde,Jaipur,2014,59364,First,14.21,2143,203.0,5.0,26.5,0,0,0,10
369,369,Mercedes-Benz B Class B180,Kochi,2014,41380,Second,14.8,1595,120.7,5.0,11.77,0,1,0,10
370,370,Mercedes-Benz E-Class 2015-2017 E250 Edition E,Bangalore,2017,33900,First,15.0,2143,204.0,5.0,37.0,0,0,0,7
371,371,Honda City i VTEC VX Option,Mumbai,2016,28000,First,17.8,1497,117.3,5.0,8.75,0,1,1,8
372,372,Honda City 1.5 S MT,Chennai,2011,93982,First,17.0,1497,118.0,5.0,3.75,0,1,1,13
373,373,Hyundai Verna Transform VTVT,Pune,2010,95000,First,16.2,1599,103.2,5.0,2.5,0,1,1,14
374,374,Jaguar XE Portfolio,Mumbai,2017,9000,First,13.5,1999,246.74,5.0,34.5,0,1,0,7
375,375,Honda Amaze S i-Vtech,Delhi,2015,52516,First,18.0,1198,86.7,5.0,4.65,0,1,1,9
376,376,Mini Cooper Convertible 1.6,Bangalore,2015,20000,First,18.86,1598,122.0,4.0,32.0,0,1,0,9
377,377,Mercedes-Benz S Class 2005 2013 S 350 CDI,Coimbatore,2017,56451,First,13.5,2987,282.0,5.0,62.81,0,0,0,7
378,378,Hyundai EON Magna Plus,Chennai,2014,37000,First,21.1,814,55.2,5.0,3.25,0,1,1,10
379,379,Maruti Wagon R VXI BS IV,Kolkata,2014,17400,First,20.51,998,67.04,5.0,3.1,0,1,1,10
380,380,Maruti Ritz LDi,Coimbatore,2011,90207,First,21.1,1248,73.9,5.0,3.91,0,0,1,13
381,381,BMW 3 Series 320d Sedan,Chennai,2011,89616,First,16.07,1995,181.0,5.0,11.0,0,0,0,13
382,382,Tata Xenon XT EX 4X2,Pune,2014,85000,First,13.49,2179,138.03,5.0,3.5,0,0,1,10
383,383,Audi A3 35 TDI Attraction,Chennai,2014,79271,First,20.38,1968,143.0,5.0,16.5,0,0,0,10
384,384,Land Rover Range Rover 2.2L Dynamic,Hyderabad,2012,56000,First,12.7,2179,187.7,5.0,30.0,0,0,0,12
385,385,Mercedes-Benz GL-Class 2007 2012 350 CDI Luxury,Pune,2010,85001,Second,12.0,2987,224.0,7.0,28.0,0,0,0,14
386,386,Mitsubishi Pajero Sport 4X2 AT DualTone BlackTop,Hyderabad,2018,12000,First,13.5,2477,175.56,7.0,28.0,0,0,0,6
387,387,Maruti Alto LX,Jaipur,2010,125000,First,19.7,796,46.3,5.0,0.92,0,1,1,14
388,388,Maruti Wagon R LXI BSIII,Pune,2013,53000,First,14.0,1061,64.0,5.0,2.75,0,1,1,11
389,389,Land Rover Range Rover 2.2L Prestige,Coimbatore,2017,34990,First,12.7,2179,187.7,5.0,53.83,0,0,0,7
390,390,Hyundai Verna 1.6 SX VTVT,Pune,2011,49768,Second,17.01,1591,121.3,5.0,4.95,0,1,1,13
391,391,BMW 5 Series 525d Sedan,Hyderabad,2013,56000,First,16.73,2993,218.0,5.0,33.5,0,0,0,11
392,392,Jaguar XF Diesel,Bangalore,2013,75000,First,14.74,2993,270.9,5.0,27.95,0,0,0,11
393,393,Skoda Superb Elegance 1.8 TSI AT,Hyderabad,2010,57000,First,13.7,1798,157.75,5.0,7.25,0,1,0,14
394,394,Audi Q3 35 TDI Quattro Premium,Kochi,2017,37542,First,15.73,1968,174.33,5.0,25.71,0,0,0,7
395,395,Land Rover Range Rover 2.2L Pure,Coimbatore,2014,95649,First,12.7,2179,187.7,5.0,29.67,0,0,0,10
396,396,Mercedes-Benz New C-Class 220 CDI AT,Jaipur,2013,35299,First,14.84,2143,170.0,5.0,19.0,0,0,0,11
397,397,Mahindra Scorpio S10 4WD,Kochi,2017,28464,First,15.4,2179,120.0,7.0,13.05,0,0,1,7
398,398,BMW 3 Series Luxury Line,Mumbai,2015,41000,First,21.76,1995,190.0,5.0,25.5,0,0,0,9
399,399,Honda BR-V i-VTEC S MT,Pune,2017,9000,First,15.4,1497,117.3,7.0,8.5,0,1,1,7
400,400,Volvo S80 2006-2013 D5,Chennai,2010,92098,Second,16.0,2400,215.0,5.0,7.25,0,0,0,14
401,401,Hyundai Accent GLE,Pune,2005,5834,First,13.2,1495,94.0,5.0,0.8,0,1,1,19
402,402,Hyundai i20 Active SX Petrol,Jaipur,2017,40250,First,17.19,1197,81.86,5.0,6.9,0,1,1,7
403,403,Mercedes-Benz GLC 43 AMG Coupe,Coimbatore,2018,22397,First,11.5,2996,367.0,5.0,70.99,0,1,0,6
404,404,Hyundai EON Magna Plus,Kolkata,2015,20800,Second,21.1,814,55.2,5.0,2.25,0,1,1,9
405,405,Hyundai Grand i10 SportZ Edition,Kochi,2018,40322,First,18.9,1197,81.86,5.0,5.5,0,1,1,6
406,406,Honda City 1.5 EXI S,Mumbai,2013,52576,First,13.0,1493,100.0,5.0,4.35,0,1,1,11
407,407,Volkswagen Polo Petrol Trendline 1.2L,Kolkata,2010,55000,First,16.47,1198,73.9,5.0,2.25,0,1,1,14
408,408,Audi A6 35 TFSI Matrix,Mumbai,2016,47000,First,15.26,1798,187.74,5.0,24.5,0,1,0,8
409,409,Hyundai Creta 1.6 SX Plus Dual Tone Petrol,Coimbatore,2017,23163,First,15.29,1591,121.3,5.0,12.03,0,1,1,7
410,410,Mercedes-Benz New C-Class C 200 CGI Avantgarde,Mumbai,2011,50000,Second,11.74,1796,186.0,5.0,8.5,0,1,0,13
411,411,Mini Cooper Convertible S,Mumbai,2014,11900,First,16.82,1998,189.08,4.0,28.5,0,1,0,10
412,412,Toyota Etios VD,Bangalore,2013,37000,First,23.59,1364,67.04,5.0,5.75,0,0,1,11
413,413,Honda Brio S MT,Delhi,2014,30000,Second,19.4,1198,86.8,5.0,3.2,0,1,1,10
414,414,Maruti Baleno Alpha Automatic,Coimbatore,2018,12831,First,21.4,1197,83.1,5.0,9.89,0,1,0,6
415,415,Skoda Laura Ambiente 2.0 TDI CR AT,Coimbatore,2012,143017,First,20.0,1968,138.1,5.0,6.58,0,0,0,12
416,416,Hyundai EON Era Plus,Kochi,2018,13102,First,21.1,814,55.2,5.0,4.06,0,1,1,6
417,417,Renault Captur 1.5 Diesel RXL,Coimbatore,2019,24950,First,20.37,1461,108.45,5.0,13.37,0,0,1,5
418,418,BMW 5 Series 2003-2012 GT 530d LE,Coimbatore,2011,57832,First,16.2,2993,258.0,5.0,25.82,0,0,0,13
419,419,Maruti Alto 800 LXI,Kochi,2016,34267,First,22.74,796,47.3,5.0,3.74,0,1,1,8
420,420,Volvo V40 D3,Bangalore,2015,33000,Second,16.8,1984,150.0,5.0,22.0,0,0,0,9
421,421,Maruti Wagon R LXI BSII,Ahmedabad,2007,55100,First,18.9,998,67.1,5.0,1.45,0,1,1,17
422,422,Honda City ZX GXi,Kolkata,2008,40000,First,17.7,1497,78.0,5.0,2.0,0,1,1,16
423,423,Chevrolet Enjoy 1.4 LS 8,Kolkata,2014,15000,First,13.7,1399,98.79,8.0,3.75,0,1,1,10
424,424,Mahindra Bolero ZLX,Coimbatore,2016,82756,First,15.96,2523,62.1,7.0,7.7,0,0,1,8
425,425,Hyundai EON D Lite,Hyderabad,2014,20600,First,21.1,814,55.2,5.0,2.6,0,1,1,10
426,426,Hyundai Creta 1.6 SX Plus Petrol Automatic,Coimbatore,2017,29952,First,13.0,1591,121.3,5.0,13.77,0,1,0,7
427,427,Volkswagen Vento 1.6 Comfortline,Mumbai,2017,15000,Second,16.09,1598,103.5,5.0,7.1,0,1,1,7
428,428,Honda Civic 2006-2010 1.8 S AT,Pune,2008,61938,Second,12.9,1799,130.0,5.0,2.65,0,1,0,16
429,429,Tata Indica Vista Quadrajet LS,Hyderabad,2014,67000,First,22.3,1248,74.0,5.0,2.5,0,0,1,10
430,430,Mahindra XUV500 W8 2WD,Kochi,2013,61672,First,16.0,2179,140.0,7.0,7.53,0,0,1,11
431,431,Hyundai i20 1.2 Asta Option,Coimbatore,2017,26185,First,18.6,1197,81.83,5.0,7.98,0,1,1,7
432,432,Audi Q5 30 TDI quattro Premium Plus,Bangalore,2014,38000,Second,14.16,1968,174.3,5.0,39.0,0,0,0,10
433,433,Maruti Ritz VXi,Chennai,2011,67000,Second,18.5,1197,85.8,5.0,2.25,0,1,1,13
434,434,Mitsubishi Cedia Sports,Chennai,2010,66000,Second,13.17,1999,114.0,5.0,3.85,0,1,1,14
435,435,Toyota Innova 2.5 V Diesel 7-seater,Hyderabad,2015,80883,First,12.8,2494,102.0,7.0,13.5,0,0,1,9
436,436,Maruti Celerio LDi,Hyderabad,2016,80219,First,27.62,793,47.0,5.0,3.5,0,0,1,8
437,437,Maruti S-Cross Delta DDiS 200 SH,Delhi,2018,12923,First,25.1,1248,88.5,5.0,8.92,0,0,1,6
438,438,Audi Q3 35 TDI Quattro Premium Plus,Coimbatore,2016,86642,First,15.17,1968,181.0,5.0,20.37,0,0,0,8
